    um         	nm
   0.000	   0.055
   0.010	   0.055
   0.020	  -0.073
   0.030	  -0.156
   0.039	   0.039
   0.049	  -0.105
   0.059	  -0.023
   0.069	  -0.079
   0.079	   0.071
   0.089	   0.132
   0.099	  -0.087
   0.108	  -0.002
   0.118	  -0.073
   0.128	  -0.021
   0.138	   0.073
   0.148	   0.018
   0.158	  -0.052
   0.168	  -0.003
   0.177	  -0.134
   0.187	  -0.005
   0.197	   0.003
   0.207	   0.045
   0.217	  -0.015
   0.227	  -0.007
   0.237	   0.015
   0.246	   0.033
   0.256	  -0.008
   0.266	   0.003
   0.276	  -0.031
   0.286	  -0.001
   0.296	   0.044
   0.306	  -0.023
   0.315	   0.059
   0.325	   0.028
   0.335	  -0.058
   0.345	  -0.020
   0.355	   0.037
   0.365	   0.129
   0.375	  -0.017
   0.384	   0.001
   0.394	  -0.007
   0.404	   0.016
   0.414	  -0.063
   0.424	  -0.057
   0.434	  -0.107
   0.444	  -0.023
   0.453	  -0.056
   0.463	   0.031
   0.473	   0.073
   0.483	   0.041
   0.493	   0.073
   0.503	  -0.069
   0.513	  -0.098
   0.522	  -0.006
   0.532	   0.020
   0.542	  -0.137
   0.552	  -0.031
   0.562	  -0.040
   0.572	  -0.108
   0.582	   0.087
   0.591	   0.000
   0.601	   0.023
   0.611	  -0.009
   0.621	   0.019
   0.631	   0.019
   0.641	  -0.090
   0.651	  -0.053
   0.660	  -0.082
   0.670	  -0.031
   0.680	  -0.014
   0.690	  -0.052
   0.700	   0.008
   0.710	  -0.109
   0.719	  -0.007
   0.729	   0.180
   0.739	   0.077
   0.749	  -0.160
   0.759	  -0.057
   0.769	   0.036
   0.779	  -0.117
   0.788	   0.011
   0.798	  -0.105
   0.808	  -0.016
   0.818	   0.019
   0.828	   0.031
   0.838	  -0.012
   0.848	  -0.067
   0.857	  -0.081
   0.867	   0.007
   0.877	   0.016
   0.887	   0.017
   0.897	   0.029
   0.907	   0.018
   0.917	  -0.026
   0.926	  -0.050
   0.936	   0.053
   0.946	  -0.058
   0.956	   0.019
   0.966	   0.048
   0.976	  -0.063
   0.986	   0.046
   0.995	   0.065
   1.005	   0.024
   1.015	   0.093
   1.025	  -0.047
   1.035	  -0.017
   1.045	  -0.011
   1.055	   0.016
   1.064	  -0.031
   1.074	  -0.050
   1.084	  -0.053
   1.094	   0.073
   1.104	   0.056
   1.114	  -0.003
   1.124	   0.014
   1.133	  -0.088
   1.143	   0.090
   1.153	  -0.052
   1.163	  -0.018
   1.173	   0.031
   1.183	   0.031
   1.193	  -0.032
   1.202	   0.031
   1.212	  -0.032
   1.222	   0.026
   1.232	  -0.015
   1.242	  -0.070
   1.252	  -0.040
   1.262	   0.027
   1.271	   0.012
   1.281	   0.031
   1.291	  -0.062
   1.301	   0.103
   1.311	  -0.044
   1.321	   0.048
   1.331	   0.876
   1.340	   1.010
   1.350	   1.095
   1.360	   1.115
   1.370	   1.229
   1.380	   1.071
   1.390	   0.994
   1.400	   1.034
   1.409	   1.107
   1.419	   1.088
   1.429	   1.082
   1.439	   1.101
   1.449	   1.172
   1.459	   1.096
   1.469	   1.035
   1.478	   1.047
   1.488	   1.167
   1.498	   1.077
   1.508	   1.024
   1.518	   1.146
   1.528	   1.056
   1.538	   1.032
   1.547	   1.128
   1.557	   1.073
   1.567	   1.239
   1.577	   1.093
   1.587	   1.261
   1.597	   1.138
   1.607	   1.092
   1.616	   1.107
   1.626	   1.169
   1.636	   1.134
   1.646	   1.198
   1.656	   0.999
   1.666	   1.047
   1.676	   0.910
   1.685	   0.970
   1.695	   1.050
   1.705	   1.466
   1.715	   1.130
   1.725	   0.972
   1.735	   1.023
   1.745	   0.920
   1.754	   1.112
   1.764	   1.108
   1.774	   1.020
   1.784	   1.004
   1.794	   1.123
   1.804	   1.152
   1.814	   1.105
   1.823	   1.012
   1.833	   1.121
   1.843	   1.097
   1.853	   1.149
   1.863	   1.007
   1.873	   1.079
   1.883	   0.998
   1.892	   1.024
   1.902	   1.184
   1.912	   1.076
   1.922	   1.028
   1.932	   1.178
   1.942	   1.000
   1.952	   1.075
   1.961	   0.994
   1.971	   1.002
   1.981	   1.094
   1.991	   1.161
   2.001	   1.035
   2.011	   1.047
   2.021	   1.224
   2.030	   1.146
   2.040	   1.232
   2.050	   1.253
   2.060	   1.033
   2.070	   1.132
   2.080	   1.164
   2.089	   1.165
   2.099	   1.143
   2.109	   1.055
   2.119	   1.083
   2.129	   1.110
   2.139	   1.059
   2.149	   1.111
   2.158	   1.076
   2.168	   1.150
   2.178	   1.044
   2.188	   0.957
   2.198	   0.921
   2.208	   1.133
   2.218	   1.311
   2.227	   1.190
   2.237	   1.114
   2.247	   1.146
   2.257	   1.169
   2.267	   1.109
   2.277	   1.126
   2.287	   1.075
   2.296	   1.074
   2.306	   1.198
   2.316	   1.242
   2.326	   1.102
   2.336	   1.080
   2.346	   1.093
   2.356	   1.054
   2.365	   1.212
   2.375	   1.278
   2.385	   1.124
   2.395	   0.970
   2.405	   1.089
   2.415	   1.123
   2.425	   1.029
   2.434	   1.058
   2.444	   1.171
   2.454	   1.198
   2.464	   1.099
   2.474	   1.168
   2.484	   1.154
   2.494	   1.000
   2.503	   1.116
   2.513	   1.100
   2.523	   1.136
   2.533	   1.167
   2.543	   1.036
   2.553	   1.051
   2.563	   1.149
   2.572	   1.167
   2.582	   1.063
   2.592	   1.063
   2.602	   0.986
   2.612	   1.082
   2.622	   1.165
   2.632	   1.098
   2.641	   1.058
   2.651	   0.992
   2.661	   1.055
   2.671	   1.103
   2.681	   1.082
   2.691	   1.108
   2.701	   1.009
   2.710	   1.237
   2.720	   1.071
   2.730	   1.080
   2.740	   1.090
   2.750	   1.100
   2.760	   1.049
   2.770	   1.210
   2.779	   1.152
   2.789	   1.144
   2.799	   1.269
   2.809	   1.021
   2.819	   0.987
   2.829	   1.023
   2.839	   1.199
   2.848	   1.085
   2.858	   1.093
   2.868	   0.991
   2.878	   1.085
   2.888	   1.087
   2.898	   1.069
   2.908	   1.162
   2.917	   1.053
   2.927	   1.135
   2.937	   1.074
   2.947	   1.069
   2.957	   1.140
   2.967	   1.123
   2.977	   1.076
   2.986	   1.089
   2.996	   1.014
   3.006	   1.071
   3.016	   1.218
   3.026	   1.116
   3.036	   1.069
   3.046	   1.074
   3.055	   1.179
   3.065	   1.133
   3.075	   1.092
   3.085	   1.136
   3.095	   1.231
   3.105	   1.138
   3.115	   1.277
   3.124	   1.195
   3.134	   1.223
   3.144	   1.159
   3.154	   1.144
   3.164	   1.073
   3.174	   1.150
   3.184	   1.181
   3.193	   1.363
   3.203	   1.317
   3.213	   1.142
   3.223	   1.204
   3.233	   1.086
   3.243	   2.018
   3.253	   1.139
   3.262	   1.095
   3.272	   1.083
   3.282	   1.119
   3.292	   1.212
   3.302	   1.027
   3.312	   1.129
   3.322	   1.160
   3.331	   1.136
   3.341	   1.199
   3.351	   1.124
   3.361	   1.261
   3.371	   1.138
   3.381	   1.105
   3.391	   1.095
   3.400	   1.047
   3.410	   1.017
   3.420	   1.172
   3.430	   1.012
   3.440	   1.140
   3.450	   0.619
   3.459	   0.055
   3.469	   0.205
   3.479	  -0.029
   3.489	  -0.037
   3.499	  -0.023
   3.509	  -0.029
   3.519	  -0.086
   3.528	  -0.080
   3.538	   0.025
   3.548	  -0.050
   3.558	   0.041
   3.568	   0.022
   3.578	   0.148
   3.588	  -0.041
